# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cpu-clock'
# Event count (approx.): 596077250000
#
# Overhead  Command          Shared Object       Symbol                                                
# ........  ...............  ..................  ......................................................
#
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __anon_vma_interval_tree_augment_rotate
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __kmalloc_node_track_caller
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __memcpy
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __mmdrop
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __rb_insert_augmented
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __sb_end_write
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __sb_start_write
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __vma_adjust
     0.00%  4_scheduler      [kernel.kallsyms]   [k] __zone_watermark_ok
     0.00%  4_scheduler      [kernel.kallsyms]   [k] anon_pipe_buf_release
     0.00%  4_scheduler      [kernel.kallsyms]   [k] anon_vma_interval_tree_remove
     0.00%  4_scheduler      [kernel.kallsyms]   [k] bio_copy_kern_endio
     0.00%  4_scheduler      [kernel.kallsyms]   [k] dev_gro_receive
     0.00%  4_scheduler      [kernel.kallsyms]   [k] dev_hard_start_xmit
     0.00%  4_scheduler      [kernel.kallsyms]   [k] do_mmap
     0.00%  4_scheduler      [kernel.kallsyms]   [k] file_update_time
     0.00%  4_scheduler      [kernel.kallsyms]   [k] find_busiest_group
     0.00%  4_scheduler      [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.00%  4_scheduler      [kernel.kallsyms]   [k] get_signal_to_deliver
     0.00%  4_scheduler      [kernel.kallsyms]   [k] getnstimeofday64
     0.00%  4_scheduler      [kernel.kallsyms]   [k] inc_zone_page_state
     0.00%  4_scheduler      [kernel.kallsyms]   [k] ipt_do_table
     0.00%  4_scheduler      [kernel.kallsyms]   [k] major+0x800000004bc8
     0.00%  4_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics.isra.20
     0.00%  4_scheduler      [kernel.kallsyms]   [k] mem_cgroup_uncharge_page
     0.00%  4_scheduler      [kernel.kallsyms]   [k] memcg_check_events
     0.00%  4_scheduler      [kernel.kallsyms]   [k] native_flush_tlb
     0.00%  4_scheduler      [kernel.kallsyms]   [k] native_set_pte_at
     0.00%  4_scheduler      [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  4_scheduler      [kernel.kallsyms]   [k] pipe_iov_copy_from_user.constprop.9
     0.00%  4_scheduler      [kernel.kallsyms]   [k] rcu_bh_qs
     0.00%  4_scheduler      [kernel.kallsyms]   [k] rcu_process_callbacks
     0.00%  4_scheduler      [kernel.kallsyms]   [k] release_pages
     0.00%  4_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range
     0.00%  4_scheduler      [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  4_scheduler      [kernel.kallsyms]   [k] timerfd_fget
     0.00%  4_scheduler      [kernel.kallsyms]   [k] tlb_flush_mmu_tlbonly
     0.00%  4_scheduler      [kernel.kallsyms]   [k] trace_do_page_fault
     0.00%  4_scheduler      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  4_scheduler      [kernel.kallsyms]   [k] tty_insert_flip_string_fixed_flag
     0.00%  4_scheduler      [kernel.kallsyms]   [k] update_blocked_averages
     0.00%  4_scheduler      [kernel.kallsyms]   [k] vfs_write
     0.00%  4_scheduler      beam.smp            [.] demonitor_2
     0.00%  4_scheduler      beam.smp            [.] erts_alcu_fix_alloc_shrink
     0.00%  4_scheduler      beam.smp            [.] erts_gc_new_small_map_lit
     0.00%  4_scheduler      beam.smp            [.] erts_internal_port_command_3
     0.00%  4_scheduler      beam.smp            [.] erts_mseg_no
     0.00%  4_scheduler      beam.smp            [.] erts_proc_sig_handle_incoming
     0.00%  4_scheduler      beam.smp            [.] erts_try_alloc_message_on_heap
     0.00%  4_scheduler      beam.smp            [.] insert_buf
     0.00%  4_scheduler      beam.smp            [.] memcpy@plt
     0.00%  4_scheduler      beam.smp            [.] queue_messages.part.7
     0.00%  4_scheduler      libc-2.17.so        [.] __GI___munmap
     0.00%  4_scheduler      libc-2.17.so        [.] __strlen_sse2_pminub
     0.00%  4_scheduler      libc-2.17.so        [.] 0x00000000000ff0dc
     0.00%  4_scheduler      libc-2.17.so        [.] 0x00000000000ff0f2
     0.00%  4_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  4_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4-CodeInfoPrologue
     0.00%  4_scheduler      perf-16408.map      [.] $global::i_test_yield_shared
     0.00%  5_scheduler      [kernel.kallsyms]   [k] PageHuge
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __anon_vma_interval_tree_augment_rotate
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __dec_zone_page_state
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __inet_lookup_established
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __netif_receive_skb_core
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __smp_mb__after_atomic
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __tlb_remove_page
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __wake_up_sync_key
     0.00%  5_scheduler      [kernel.kallsyms]   [k] __x86_indirect_thunk_r14
     0.00%  5_scheduler      [kernel.kallsyms]   [k] _copy_from_user
     0.00%  5_scheduler      [kernel.kallsyms]   [k] add_mm_counter_fast
     0.00%  5_scheduler      [kernel.kallsyms]   [k] anon_vma_interval_tree_insert
     0.00%  5_scheduler      [kernel.kallsyms]   [k] blk_account_io_done
     0.00%  5_scheduler      [kernel.kallsyms]   [k] cap_capable
     0.00%  5_scheduler      [kernel.kallsyms]   [k] cap_vm_enough_memory
     0.00%  5_scheduler      [kernel.kallsyms]   [k] check_stack_object
     0.00%  5_scheduler      [kernel.kallsyms]   [k] current_fs_time
     0.00%  5_scheduler      [kernel.kallsyms]   [k] do_async_page_fault
     0.00%  5_scheduler      [kernel.kallsyms]   [k] do_sync_write
     0.00%  5_scheduler      [kernel.kallsyms]   [k] ext4_finish_bio
     0.00%  5_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_map
     0.00%  5_scheduler      [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.00%  5_scheduler      [kernel.kallsyms]   [k] kill_fasync
     0.00%  5_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics.isra.20
     0.00%  5_scheduler      [kernel.kallsyms]   [k] mem_cgroup_uncharge_page
     0.00%  5_scheduler      [kernel.kallsyms]   [k] memcg_check_events
     0.00%  5_scheduler      [kernel.kallsyms]   [k] page_frag_free
     0.00%  5_scheduler      [kernel.kallsyms]   [k] perf_event_mmap
     0.00%  5_scheduler      [kernel.kallsyms]   [k] pte_alloc_one
     0.00%  5_scheduler      [kernel.kallsyms]   [k] queue_work_on
     0.00%  5_scheduler      [kernel.kallsyms]   [k] rcu_process_callbacks
     0.00%  5_scheduler      [kernel.kallsyms]   [k] run_rebalance_domains
     0.00%  5_scheduler      [kernel.kallsyms]   [k] sbitmap_queue_clear
     0.00%  5_scheduler      [kernel.kallsyms]   [k] skb_defer_rx_timestamp
     0.00%  5_scheduler      [kernel.kallsyms]   [k] trace_do_page_fault
     0.00%  5_scheduler      [kernel.kallsyms]   [k] tty_write
     0.00%  5_scheduler      [kernel.kallsyms]   [k] unmap_region
     0.00%  5_scheduler      [kernel.kallsyms]   [k] unmapped_area_topdown
     0.00%  5_scheduler      [kernel.kallsyms]   [k] vm_normal_page
     0.00%  5_scheduler      beam.smp            [.] aoff_add_mbc
     0.00%  5_scheduler      beam.smp            [.] aoff_add_pooled_mbc
     0.00%  5_scheduler      beam.smp            [.] aux_work_timeout
     0.00%  5_scheduler      beam.smp            [.] build_utf8_return
     0.00%  5_scheduler      beam.smp            [.] driver_deliver_term
     0.00%  5_scheduler      beam.smp            [.] epoll_wait@plt
     0.00%  5_scheduler      beam.smp            [.] erts_alcu_realloc_thr_pref
     0.00%  5_scheduler      beam.smp            [.] erts_cmp_compound
     0.00%  5_scheduler      beam.smp            [.] erts_gc_update_map_exact
     0.00%  5_scheduler      beam.smp            [.] erts_ioq_deq
     0.00%  5_scheduler      beam.smp            [.] erts_mseg_cache_check
     0.00%  5_scheduler      beam.smp            [.] erts_mseg_dealloc_opt
     0.00%  5_scheduler      beam.smp            [.] erts_mseg_no
     0.00%  5_scheduler      beam.smp            [.] insert_buf
     0.00%  5_scheduler      beam.smp            [.] mseg_alloc.isra.9
     0.00%  5_scheduler      beam.smp            [.] qsort@plt
     0.00%  5_scheduler      beam.smp            [.] rqc_len_cmp
     0.00%  5_scheduler      beam.smp            [.] syscall@plt
     0.00%  5_scheduler      libc-2.17.so        [.] __GI___munmap
     0.00%  5_scheduler      libc-2.17.so        [.] 0x00000000000ff0dc
     0.00%  5_scheduler      libpthread-2.17.so  [.] __libc_read
     0.00%  5_scheduler      libpthread-2.17.so  [.] __libc_write
     0.00%  5_scheduler      libpthread-2.17.so  [.] __pthread_disable_asynccancel
     0.00%  5_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  5_scheduler      perf-16408.map      [.] $io_lib:get_option/3
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __dec_zone_state
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __fsnotify_parent
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __inc_zone_state
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __sb_end_write
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __sb_start_write
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __skb_checksum_complete
     0.00%  6_scheduler      [kernel.kallsyms]   [k] __wake_up_sync_key
     0.00%  6_scheduler      [kernel.kallsyms]   [k] anon_vma_interval_tree_insert
     0.00%  6_scheduler      [kernel.kallsyms]   [k] check_for_new_grace_period.isra.26
     0.00%  6_scheduler      [kernel.kallsyms]   [k] check_stack_object
     0.00%  6_scheduler      [kernel.kallsyms]   [k] dev_gro_receive
     0.00%  6_scheduler      [kernel.kallsyms]   [k] do_async_page_fault
     0.00%  6_scheduler      [kernel.kallsyms]   [k] error_exit
     0.00%  6_scheduler      [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.00%  6_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_unmap
     0.00%  6_scheduler      [kernel.kallsyms]   [k] get_task_policy.part.26
     0.00%  6_scheduler      [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.00%  6_scheduler      [kernel.kallsyms]   [k] ip_finish_output
     0.00%  6_scheduler      [kernel.kallsyms]   [k] kmalloc_slab
     0.00%  6_scheduler      [kernel.kallsyms]   [k] kmem_cache_alloc_node_trace
     0.00%  6_scheduler      [kernel.kallsyms]   [k] kmem_cache_free
     0.00%  6_scheduler      [kernel.kallsyms]   [k] lru_cache_add
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics.isra.20
     0.00%  6_scheduler      [kernel.kallsyms]   [k] mempool_free
     0.00%  6_scheduler      [kernel.kallsyms]   [k] page_to_skb
     0.00%  6_scheduler      [kernel.kallsyms]   [k] perf_event_mmap
     0.00%  6_scheduler      [kernel.kallsyms]   [k] pte_alloc_one
     0.00%  6_scheduler      [kernel.kallsyms]   [k] rcu_process_gp_end
     0.00%  6_scheduler      [kernel.kallsyms]   [k] run_rebalance_domains
     0.00%  6_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range
     0.00%  6_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.00%  6_scheduler      [kernel.kallsyms]   [k] scsi_host_free_command.isra.12
     0.00%  6_scheduler      [kernel.kallsyms]   [k] security_vm_enough_memory_mm
     0.00%  6_scheduler      [kernel.kallsyms]   [k] split_huge_page_address
     0.00%  6_scheduler      [kernel.kallsyms]   [k] sync_mm_rss
     0.00%  6_scheduler      [kernel.kallsyms]   [k] sys_read
     0.00%  6_scheduler      [kernel.kallsyms]   [k] tcp_ack
     0.00%  6_scheduler      [kernel.kallsyms]   [k] unlink_anon_vmas
     0.00%  6_scheduler      beam.smp            [.] abandon_carrier
     0.00%  6_scheduler      beam.smp            [.] add2runq.isra.77.constprop.110
     0.00%  6_scheduler      beam.smp            [.] aoff_creating_mbc
     0.00%  6_scheduler      beam.smp            [.] aoff_lookup_pooled_mbc
     0.00%  6_scheduler      beam.smp            [.] cpool_delete.isra.18
     0.00%  6_scheduler      beam.smp            [.] epoll_wait@plt
     0.00%  6_scheduler      beam.smp            [.] erts_alcu_realloc_thr_pref
     0.00%  6_scheduler      beam.smp            [.] erts_iolist_to_buf
     0.00%  6_scheduler      beam.smp            [.] erts_mseg_cache_check
     0.00%  6_scheduler      beam.smp            [.] erts_mseg_no
     0.00%  6_scheduler      beam.smp            [.] finalize_imm_drv_call
     0.00%  6_scheduler      libc-2.17.so        [.] qsort
     0.00%  6_scheduler      libc-2.17.so        [.] 0x00000000000ff0dc
     0.00%  6_scheduler      libpthread-2.17.so  [.] __libc_read
     0.00%  6_scheduler      libpthread-2.17.so  [.] __libc_write
     0.00%  6_scheduler      libpthread-2.17.so  [.] 0x000000000000e780
     0.00%  6_scheduler      perf-16408.map      [.] $global::i_test_yield_shared
     0.00%  6_scheduler      perf-16408.map      [.] $group:more_data/6
     0.00%  6_scheduler      perf-16408.map      [.] $user_drv:io_command/1
     0.00%  6_scheduler      perf-16408.map      [.] $user_drv:io_requests/3
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __dec_zone_state
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __skb_flow_dissect
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __split_huge_page
     0.00%  7_scheduler      [kernel.kallsyms]   [k] __vma_adjust
     0.00%  7_scheduler      [kernel.kallsyms]   [k] _raw_qspin_lock_irq
     0.00%  7_scheduler      [kernel.kallsyms]   [k] add_mm_counter_fast
     0.00%  7_scheduler      [kernel.kallsyms]   [k] anon_vma_interval_tree_insert
     0.00%  7_scheduler      [kernel.kallsyms]   [k] call_timer_fn
     0.00%  7_scheduler      [kernel.kallsyms]   [k] dec_zone_page_state
     0.00%  7_scheduler      [kernel.kallsyms]   [k] dev_gro_receive
     0.00%  7_scheduler      [kernel.kallsyms]   [k] do_sync_read
     0.00%  7_scheduler      [kernel.kallsyms]   [k] end_page_writeback
     0.00%  7_scheduler      [kernel.kallsyms]   [k] ext4_finish_bio
     0.00%  7_scheduler      [kernel.kallsyms]   [k] generic_pipe_buf_confirm
     0.00%  7_scheduler      [kernel.kallsyms]   [k] inc_zone_page_state
     0.00%  7_scheduler      [kernel.kallsyms]   [k] kill_fasync
     0.00%  7_scheduler      [kernel.kallsyms]   [k] kmem_cache_free
     0.00%  7_scheduler      [kernel.kallsyms]   [k] lru_add_drain_cpu
     0.00%  7_scheduler      [kernel.kallsyms]   [k] native_flush_tlb
     0.00%  7_scheduler      [kernel.kallsyms]   [k] native_set_pmd
     0.00%  7_scheduler      [kernel.kallsyms]   [k] native_set_pte_at
     0.00%  7_scheduler      [kernel.kallsyms]   [k] queued_spin_lock_slowpath
     0.00%  7_scheduler      [kernel.kallsyms]   [k] rcu_process_gp_end
     0.00%  7_scheduler      [kernel.kallsyms]   [k] run_rebalance_domains
     0.00%  7_scheduler      [kernel.kallsyms]   [k] rw_verify_area
     0.00%  7_scheduler      [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.00%  7_scheduler      [kernel.kallsyms]   [k] security_sock_rcv_skb
     0.00%  7_scheduler      [kernel.kallsyms]   [k] skb_defer_rx_timestamp
     0.00%  7_scheduler      [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  7_scheduler      [kernel.kallsyms]   [k] split_huge_page_address
     0.00%  7_scheduler      [kernel.kallsyms]   [k] tcp_data_queue
     0.00%  7_scheduler      [kernel.kallsyms]   [k] trace_do_page_fault
     0.00%  7_scheduler      [kernel.kallsyms]   [k] update_time
     0.00%  7_scheduler      beam.smp            [.] abandon_carrier
     0.00%  7_scheduler      beam.smp            [.] aoff_remove_pooled_mbc
     0.00%  7_scheduler      beam.smp            [.] erts_aoff_larger_max_size
     0.00%  7_scheduler      beam.smp            [.] erts_monitor_tree_delete
     0.00%  7_scheduler      beam.smp            [.] erts_mseg_cache_check
     0.00%  7_scheduler      beam.smp            [.] erts_queue_proc_message
     0.00%  7_scheduler      beam.smp            [.] keyfind
     0.00%  7_scheduler      beam.smp            [.] step_over_chars
     0.00%  7_scheduler      libc-2.17.so        [.] __strlen_sse2_pminub
     0.00%  7_scheduler      libc-2.17.so        [.] 0x00000000000ff0d0
     0.00%  7_scheduler      libpthread-2.17.so  [.] __pthread_disable_asynccancel
     0.00%  7_scheduler      libpthread-2.17.so  [.] __pthread_enable_asynccancel
     0.00%  7_scheduler      libpthread-2.17.so  [.] 0x000000000000e701
     0.00%  7_scheduler      libtinfo.so.5.9     [.] tputs
     0.00%  7_scheduler      perf-16408.map      [.] $io:default_output/0-CodeInfoPrologue
     0.00%  7_scheduler      perf-16408.map      [.] $io_lib_format:build/2
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __d_free
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __dec_zone_state
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __fdget_pos
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __inet_lookup_established
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __kmalloc_node_track_caller
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __mark_inode_dirty
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __tlb_remove_page
     0.00%  8_scheduler      [kernel.kallsyms]   [k] __wake_up_sync_key
     0.00%  8_scheduler      [kernel.kallsyms]   [k] anon_vma_interval_tree_remove
     0.00%  8_scheduler      [kernel.kallsyms]   [k] cap_file_permission
     0.00%  8_scheduler      [kernel.kallsyms]   [k] check_stack_object
     0.00%  8_scheduler      [kernel.kallsyms]   [k] do_async_page_fault
     0.00%  8_scheduler      [kernel.kallsyms]   [k] error_exit
     0.00%  8_scheduler      [kernel.kallsyms]   [k] free_hot_cold_page_list
